Time,553,549,561,EB0,E95,EA2,E94,E8D,hour,date,day,zthour
2025-01-17 08:00:00,0.648,0.131,0.0244,19.7,7.8,0.147,21.7,0.383,8,2025-01-17,12,16
2025-01-17 09:00:00,3.62,0.0402,3.6,6.68,3.55,0.114,0.0244,0.0244,9,2025-01-17,12,17
2025-01-17 10:00:00,2.18,0.0244,0.0244,1.95,1.49,0.0244,0.0244,3.02,10,2025-01-17,12,18
2025-01-17 11:00:00,0.0244,1.59,8.34,5.55,0.868,6.47,0.0244,0.175,11,2025-01-17,12,19
2025-01-17 12:00:00,0.718,0.0244,0.0244,0.917,5.53,0.0244,3.61,0.101,12,2025-01-17,12,20
2025-01-17 13:00:00,2.4,0.203,0.0244,10.0,15.6,4.44,4.34,5.99,13,2025-01-17,12,21
2025-01-17 14:00:00,1.8,1.7,7.43,22.7,0.145,0.0244,0.0244,0.147,14,2025-01-17,12,22
2025-01-17 15:00:00,5.59,0.452,2.1,0.0629,0.936,0.308,14.2,8.55,15,2025-01-17,12,23
2025-01-17 16:00:00,5.73,1.9,7.67,12.8,8.84,13.6,10.8,14.9,16,2025-01-17,13,0
2025-01-17 17:00:00,0.816,0.0244,0.534,3.72,1.25,1.94,0.0244,0.875,17,2025-01-17,13,1
2025-01-17 18:00:00,6.43,3.07,9.23,16.9,15.7,8.13,14.5,12.8,18,2025-01-17,13,2
2025-01-17 19:00:00,6.39,1.3,2.54,20.1,14.9,32.7,19.2,13.1,19,2025-01-17,13,3
2025-01-17 20:00:00,4.44,0.539,5.36,14.4,9.67,29.4,11.2,1.1,20,2025-01-17,13,4
2025-01-17 21:00:00,11.3,8.66,3.26,60.4,22.2,22.5,21.8,21.3,21,2025-01-17,13,5
2025-01-17 22:00:00,8.17,19.1,8.04,8.05,17.5,13.6,21.6,17.3,22,2025-01-17,13,6
2025-01-17 23:00:00,10.6,17.9,10.3,61.2,28.7,11.6,13.0,17.2,23,2025-01-17,13,7
2025-01-18 00:00:00,15.7,16.1,3.91,46.5,1.13,13.8,7.9,22.4,0,2025-01-18,13,8
2025-01-18 01:00:00,2.45,2.07,18.9,6.21,9.83,0.221,26.3,0.678,1,2025-01-18,13,9
2025-01-18 02:00:00,4.24,2.41,4.3,1.91,31.0,8.27,26.3,14.0,2,2025-01-18,13,10
2025-01-18 03:00:00,11.1,8.47,2.2,38.1,10.2,17.8,5.72,21.6,3,2025-01-18,13,11
2025-01-18 04:00:00,14.7,7.6,5.2,38.0,26.5,36.2,5.35,11.7,4,2025-01-18,13,12
2025-01-18 05:00:00,0.349,34.8,22.2,9.65,8.12,37.9,10.3,39.3,5,2025-01-18,13,13
2025-01-18 06:00:00,2.89,22.7,0.0723,14.2,16.4,2.1,30.0,42.2,6,2025-01-18,13,14
2025-01-18 07:00:00,6.52,0.0991,3.58,8.91,2.33,0.2,0.0385,15.4,7,2025-01-18,13,15
2025-01-18 08:00:00,5.69,0.0595,0.0244,1.28,2.27,0.788,2.72,0.769,8,2025-01-18,13,16
2025-01-18 09:00:00,0.061,0.744,0.0244,19.6,1.18,0.0244,18.9,0.995,9,2025-01-18,13,17
2025-01-18 10:00:00,1.78,0.27,0.215,0.69,3.11,10.9,0.0244,0.514,10,2025-01-18,13,18
2025-01-18 11:00:00,3.58,0.447,1.24,1.92,17.0,2.07,6.5,4.08,11,2025-01-18,13,19
2025-01-18 12:00:00,0.0244,0.826,0.0244,3.62,5.14,0.0314,11.6,0.0244,12,2025-01-18,13,20
2025-01-18 13:00:00,2.76,0.616,2.93,11.1,0.215,6.61,0.0244,3.82,13,2025-01-18,13,21
2025-01-18 14:00:00,0.109,0.63,0.855,0.397,2.04,0.0244,0.81,0.0244,14,2025-01-18,13,22
2025-01-18 15:00:00,1.47,3.12,0.0244,2.81,5.59,1.36,3.83,14.0,15,2025-01-18,13,23
